ID,FORM,LEMMA,UPOS,XPOS,FEATS,Pronunciation
9,ڪاميابي,ڪامياب,NOUN,NN,XPOS =,Pronunciation = kamyaabi
10,ملي,مل,VERB,VB,XPOS =,Pronunciation = Milay
11,ٿي,ٿي,VERB,VB,XPOS =,Pronunciation = thee
12,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,بهتر,بهتر,ADJ,JJ,XPOS =,Pronunciation = Behtar
2,صحت,صحت,NOUN,NN,XPOS =,Pronunciation = Sehat
3,لاءِ,لاءِ,ADP,IN,XPOS =,Pronunciation = Lae
4,پاڻي,پاڻي,NOUN,NN,XPOS =,Pronunciation = paani
5,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
6,گھڻو,گھڻو,ADJ,JJ,XPOS =,Pronunciation = Ghanno
7,استعمال,استعمال,NOUN,NN,XPOS =,Pronunciation = Ustaad
8,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
9,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,بريصغير,بريصغير,NOUN,NN,XPOS =,Pronunciation = Baray Sageer
2,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
3,عورت,عورت,NOUN,NN,XPOS =,Pronunciation = Aurat
4,تي,تي,ADP,PRP,XPOS =,Pronunciation = Te
5,حد,حد,NOUN,NN,XPOS =,Pronunciation = Had
6,کان,کان,ADP,IN,XPOS =,Pronunciation = khaan
7,وڌيڪ,وڌ,ADJ,JJ,XPOS = ,wadheek
8,ظلم,ظلم,NOUN,NN,XPOS =,Zulum
9,ٿئي,ٿي,VERB,VB,XPOS =,Pronunciation = theeay
10,پيو,پيو,VERB,VB,XPOS =,Pronunciation = payo
11,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اوهان,اوهان,PRON,PRP,XPOS =,Pronunciation = Awhaan
2,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
3,او,او,X,-,XPOS =,Pronunciation = O
4,سائين,سائين,ADJ,JJ,XPOS =,Pronunciation = Saeen
5,وساري,وسار,VERB,VB,XPOS =,Pronunciation = Wisaaray
6,نه,نه,ADV,RB,XPOS =,Pronunciation = Na
7,سگھبو,سگھبو,AUX,VBD,XPOS =,Pronunciation = Saghyo
8,اوهان,اوهان,PRON,PRP,XPOS =,Pronunciation = Awhaan
9,سان,سان,ADP,IN,XPOS =,Pronunciation = Saan
10,دل,دل,NOUN,NN,XPOS =,Pronunciation = Dil
11,جا,جو,ADP,IN,XPOS =,Pronunciation = Ja
12,رشتا,رشتو,NOUN,NNS,XPOS =,Pronunciation = Rishtaa
13,آهن,آهي,AUX,VB,XPOS =,Pronunciation = Aahin
14,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اول,اول,ADJ,JJ,XPOS =,Pronunciation = Awal
2,الله,الله,PROPN,NNP,XPOS =,Pronunciation = Allah
3,عليم,عليم,ADJ,JJ,XPOS =,Pronunciation = Aleem
4,اعليٰ,اعليٰ,ADJ,JJ,XPOS =,Pronunciation = Aalaa
5,عالم,عالم,NOUN,NN,XPOS =,Pronunciation = Aalam
6,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
7,ڌڻي,ڌڻي,PROPN,NNP,XPOS =,Pronunciation = dhanni
8,،,،,PUNC,-,XPOS =,Pronunciation = Behak ji nishaani
9,قادر,قادر,PROPN,NNP,XPOS =,Pronunciation = Qaadir
10,پنهنجي,پنهنجي,PRON,PRP,XPOS =,Pronunciation = Pahenji
11,قدرت,قدرت,NOUN,NN,XPOS =,Pronunciation = Qudarat
12,سين,سين,ADP,IN,XPOS =,Pronunciation = seen
13,قائم,قائم,NOUN,NN,XPOS =,Pronunciation = Qaaem
14,آه,آه,AUX,VB,XPOS =,Pronunciation = Aah
15,قديم,قديم,ADJ,JJ,XPOS =,Pronunciation = Qadeem
16,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,انهن,ان,DET,DT,XPOS =,Pronunciation = Unahan
2,ٻڌايو,ٻڌاءِ,VERB,VB,XPOS =,Pronunciation = budhaae
3,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
4,هوءَ,هوءَ,DET,DT,XPOS =,Pronunciation = Hooa
5,تمام,تمام,ADV,RB,XPOS =,Pronunciation = Tamam
6,گھڻي,گھڻي,ADJ,JJ,XPOS =,Ghanni
7,خوش,خوش,ADJ,JJ,XPOS =,Khush
8,هئي,هئي,AUX,VB,XPOS =,Pronunciation = Huee
9,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,انسان,انسان,NOUN,NN,XPOS =,Pronunciation = Insaan
2,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
3,ڏکن,ڏک,NOUN,NNS,XPOS =,Pronunciation = Ddukhan
4,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
5,برداشت,برداشت,NOUN,NN,XPOS =,Pronunciation = Bardashat
6,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
7,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
8,صلاحيت,صلاحيت,NOUN,NN,XPOS =,Pronunciation = Salahyat
9,هوندي,هوندي,VERB,VBG,XPOS =,Pronunciation = Hoondi
10,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
11,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,انب,انب,NOUN,NN,XPOS =,Pronunciation = Amb
2,کائجي,کاءِ,VERB,VB,XPOS =,Pronunciation = khaaejay
3,ٿو,ٿو,VERB,VB,XPOS =,Pronunciation = tho
4,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,امن,امن,NOUN,NN,XPOS =,Pronunciation = Aman
2,سان,سان,ADP,IN,XPOS =,Pronunciation = Saan
3,ئي,ئي,ADV,RB,XPOS =,Pronunciation = Ee
4,ترقي,ترقي,NOUN,NN,XPOS =,Pronunciation = Tarqi
5,ٿئي,ٿي,VERB,VB,XPOS =,Pronunciation = theeay
6,ٿي,ٿي,VERB,VB,XPOS =,Pronunciation = thee
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,امرجليل,امرجليل,PROPN,NNP,XPOS =,Pronunciation = Amar Jaleel
2,وڏو,وڏو,ADJ,JJ,XPOS =,Pronunciation = waddo
3,اديب,ادب,NOUN,NN,XPOS =,Adeeb
4,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
5,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,امرجليل,امرجليل,PROPN,NNP,XPOS =,Pronunciation = Amar Jaleel
2,سنڌي,سنڌ,PROPN,NNP,XPOS =,Pronunciation = Sindhi
3,ڪهاڻي,ڪهاڻي,NOUN,NN,XPOS =,Pronunciation = Kahani
4,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
5,وڌيڪ,وڌ,ADJ,JJ,XPOS =,Pronunciation = wadheek
6,سٺو,سٺو,ADJ,JJ,XPOS =,Pronunciation = Sutho
7,بڻايو,بڻاءِ,VERB,VBD,XPOS =,Pronunciation = Bannaayo
8,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
9,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اڳي,اڳ,ADV,RB,XPOS =,Pronunciation = Aghay
2,مرد,مرد,NOUN,NN,XPOS =,Pronunciation = Mard
3,کيتي,کيتي,NOUN,NN,XPOS =,Pronunciation = kheti
4,ڪندا,ڪن,VERB,VBG,XPOS =,Pronunciation = kanda
5,هئا,هو,AUX,VB,XPOS =,Pronunciation = Huaa
6,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
7,زالون,زال,NOUN,NNS,XPOS =,Pronunciation = Zaaloon
8,گھر,گھر,NOUN,NN,XPOS =,ghar
9,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
10,ڪم,ڪم,NOUN,NN,XPOS =,kam
11,ڪنديون,ڪن,VERB,VBG,XPOS =,Pronunciation = kandyoon
12,هيون,هيو,VERB,VBD,XPOS =,Pronunciation = Huyo
13,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اگر,اگر,CONJ,CC,XPOS =,Pronunciation = Agar
2,خوش,خوش,ADJ,JJ,XPOS =,Khush
3,رهڻ,ره,VERB,VB,XPOS =,Pronunciation = Rahan
4,چاهيو,چاه,VERB,VBD,XPOS =,Pronunciation = chahyo
5,ٿا,ٿو,VERB,VB,XPOS =,Pronunciation = thaa
6,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
7,معاف,معاف,NOUN,NN,XPOS =,Pronunciation = Maaf
8,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
9,سکو,سک,VERB,VB,XPOS =,Pronunciation = Sikho
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اڪبر,اڪبر,PROPN,NNP,XPOS =,Pronunciation = Akber
2,بادشاھ,بادشاھ,NOUN,NN,XPOS =,Pronunciation = Badshah
3,سنڌ,سنڌ,PROPN,NNP,XPOS =,Pronunciation = Sindh
4,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
5,ڄائو,ڄائو,VERB,VBD,XPOS =,Pronunciation = Jjaao
6,هو,هو,VERB,VB,XPOS =,Pronunciation = Ho
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اصل,اصل,ADV,RB,XPOS =,Pronunciation = Asul
2,عبادت,عبادت,NOUN,NN,XPOS =,Ibaadat
3,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
4,انسان,انسان,NOUN,NN,XPOS =,Pronunciation = Insaan
5,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
6,خوش,خوش,ADJ,JJ,XPOS =,Khush
7,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
8,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
9,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اسين,اسين,PRON,PRP,XPOS =,Pronunciation = Aseen
2,بس,بس,ADV,RB,XPOS =,Pronunciation = Bas
3,رهياسين,ره,VERB,VB,XPOS =,Pronunciation = Rahya
4,اڌورا اڌورا,اڌورو,NOUN,NNS,XPOS =,Pronunciation = Adhora Adhora
5,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اسلم,اسلم,PROPN,NNP,XPOS =,Pronunciation = Aslam
2,لنڊن,لنڊن,PROPN,NNP,XPOS =,Pronunciation = London
3,وڃڻو,وڃ,VERB,VB,XPOS =,Pronunciation = Waghhano
4,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
5,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اسلم,اسلم,PROPN,NNP,XPOS =,Pronunciation = Aslam
2,گوپال,گوپال,PROPN,NNP,XPOS =,Pronunciation = Gopal
3,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
4,خوش,خوش,NOUN,JJ,XPOS =,Khush
5,چوي,چوي,VERB,VB,XPOS =,Pronunciation = chaway
6,ٿو,ٿو,VERB,VB,XPOS =,Pronunciation = tho
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,سليم,سليم,PROPN,NNP,XPOS =,Pronunciation = Saleem
2,گھوڙي,گھوڙي,PROPN,NNP,XPOS =,Pronunciation = Ghorray
3,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
4,پاڻي,پاڻي,NOUN,NN,XPOS =,Pronunciation = paani
5,پياري,پيار,ADJ,JJ,XPOS =,Pronunciation = pyaari
6,ٿو,ٿو,VERB,VB,XPOS =,Pronunciation = tho
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اسلم,اسلم,PROPN,NNP,XPOS =,Pronunciation = Aslam
2,ڪوسي,ڪوسي,ADJ,JJ,XPOS =,Pronunciation = kosi
3,ماني,ماني,NOUN,NN,XPOS =,Maani
4,کائي,کاءِ,VERB,VB,XPOS =,Pronunciation = Khaae
5,ٿو,ٿو,VERB,VB,XPOS =,Pronunciation = tho
6,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,رافع,رافع,PROPN,NNP,XPOS =,Pronunciation = Rafiu
2,بلدياتي,بلديات,ADJ,JJ,XPOS =,Pronunciation = Baldiaaty
3,چونڊون,چونڊ,NOUN,NNS,XPOS =,Pronunciation = choondoon
4,کٽيون,کٽڻ,VERB,VB,XPOS =,Pronunciation = khatyoon
5,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اسان,آءُ,PRON,PRP,XPOS =,Pronunciation = Asaan
2,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
3,سهپ,سهپ,NOUN,NN,XPOS =,Pronunciation = Sahap
4,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
5,مادو,مادو,NOUN,NN,XPOS =,Maado
6,گھٽ,گھٽ,ADJ,JJ,XPOS =,Pronunciation = Ghat
7,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
8,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اسان,آءُ,PRON,PRP,XPOS =,Pronunciation = Asaan
2,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
3,تعليم,تعليم,NOUN,NN,XPOS =,Pronunciation = Taaleem
4,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
5,ميدان,ميدان,NOUN,NN,XPOS =,Pronunciation = Medaan
6,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
7,اڳتي,اڳ,ADJ,JJ,XPOS =,Pronunciation = Aghtay
8,وڌڻ,وڌ,VERB,VB,XPOS =,Pronunciation = Wadhan
9,کپي,کپي,AUX,VB,XPOS =,Pronunciation = khapay
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اسان,آءُ,PRON,PRP,XPOS =,Pronunciation = Asaan
2,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
3,پنهنجي,پنهنجي,PRON,PRP,XPOS =,Pronunciation = Pahenji
4,وڏن,وڏو,ADJ,JJ,XPOS =,Pronunciation = waddan
5,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
6,احترام,احترام,NOUN,NN,XPOS =,Pronunciation = Ihtraam
7,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
8,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
9,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اسان,آءُ,PRON,PRP,XPOS =,Pronunciation = Asaan
2,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
3,پنهنجي,پنهنجي,PRON,PRP,XPOS =,Pronunciation = Pahenji
4,رب,رب,PROPN,NNP,XPOS =,Rab
5,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
6,عبادت,عبادت,NOUN,NN,XPOS =,Pronunciation = Ibaadat
7,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
8,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
9,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اسان,آءُ,PRON,PRP,XPOS =,Pronunciation = Asaan
2,سڀني,سڀ,ADJ,JJ,XPOS =,Pronunciation = Sabhni
3,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
4,ديسي,ديس,ADJ,JJ,XPOS =,Desi
5,هنرن,هنر,NOUN,NNS,XPOS =,Pronunciation = Hunran
6,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
7,زور,زور,NOUN,NN,XPOS =,Pronunciation = Zor
8,وٺائڻ,وٺ,VERB,VB,XPOS =,Pronunciation = Wathaaen
9,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اسان,آءُ,PRON,PRP,XPOS =,Pronunciation = Asaan
2,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
3,تعليمي,تعليم,ADJ,JJ,XPOS =,Taleemi
4,نظام,نظام,NOUN,NN,XPOS =,Nizaam
5,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
6,بهتري,بهتر,NOUN,NN,XPOS =,Behtareen
7,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
8,ضرورت,ضرورت,NOUN,NN,XPOS =,Pronunciation = Zaroorat
9,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اچو,اچ,PRON,PRP,XPOS =,Pronunciation = Acho
2,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
3,گڏجي,گڏ,ADV,RB,XPOS =,Pronunciation = Gadd
4,ملڪ,ملڪ,NOUN,NN,XPOS =,Pronunciation = Mulk
5,سنواريون,سنوار,VERB,VB,XPOS =,Pronunciation = Sanwaaryoon
6,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اچو,اچ,PRON,PRP,XPOS =,Pronunciation = Acho
2,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
3,گڏجي,گڏ,ADV,RB,XPOS =,Pronunciation = Gadd
4,راند,راند,NOUN,NN,XPOS =,Pronunciation = Raand
5,کيڏون,کيڏ,VERB,VB,XPOS =,Pronunciation = kheddyoon
6,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اڄڪلھ,اڄ,ADV,RB,XPOS =,Pronunciation = Ajkalh
2,موسم,موسم,NOUN,NN,XPOS =,Pronunciation = Mosam
3,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
4,ماڻهن,ماڻهو,NOUN,NN,XPOS =,Pronunciation = Manhun
5,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
6,ڪو,ڪو,DET,DT,XPOS =,Pronunciation = ko
7,ڀروسو,ڀروسو,NOUN,NN,XPOS =,Pronunciation = bharwaso
8,ئي,ئي,ADV,RB,XPOS =,Pronunciation = Ee
9,نه,نه,ADV,RB,XPOS =,Pronunciation = Na
10,رهيو,رهيو,VERB,VBD,XPOS =,Pronunciation = Rahyo
11,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
12,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اسان,آءُ,PRON,PRP,XPOS =,Pronunciation = Asaan
2,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
3,سمجھائڻ,سمجھ,VERB,VB,XPOS =,Pronunciation = Samjhaaen
4,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
5,باوجود,باوجود,ADV,RB,XPOS =,Pronunciation = Bawajood
6,به,به,ADP,IN,XPOS =,Pronunciation = Bi
7,هُو,هُو,DET,DT,XPOS =,Pronunciation = Hoo
8,وڃڻ,وڃ,VERB,VB,XPOS =,Pronunciation = waghhan
9,کان,کان,ADP,IN,XPOS =,Pronunciation = khaan
10,نه,نه,ADV,RB,XPOS =,Pronunciation = Na
11,مڙيو,مڙ,VERB,VBD,XPOS =,Pronunciation = Murryo
12,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اڄڪلھ,اڄ,ADV,RB,XPOS =,Pronunciation = Ajkalh
2,شادين,شادي,NOUN,NNS,XPOS =,Shaadian
3,جا,جو,ADP,IN,XPOS =,Ja
4,خرچ,خرچ,NOUN,NN,XPOS =,Kharach
5,وڌي,وڌ,ADJ,JJ,XPOS =,Pronunciation = widhi
6,ويا,ويو,VERB,VBD,XPOS =,Pronunciation = Wayaa
7,آهن,آهي,AUX,VB,XPOS =,Pronunciation = Aahin
8,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اڄڪلھ,اڄ,ADV,RB,XPOS =,Pronunciation = Ajkalh
2,رشتن,رشتو,NOUN,NNS,XPOS =,Pronunciation = Rishtan
3,کان,کان,ADP,IN,XPOS =,Pronunciation = khaan
4,وڌيڪ,وڌ,ADJ,JJ,XPOS =,wadheek
5,ماڻهو,ماڻهو,NOUN,NN,XPOS =,Pronunciation = Maanhoo
6,پئسن,پئسو,NOUN,NN,XPOS =,Pronunciation = pesan
7,سان,سان,ADP,IN,XPOS =,Pronunciation = Saan
8,محبت,محبت,NOUN,NN,XPOS =,Pronunciation = Muhbat
9,ڪن,ڪن,VERB,VB,XPOS =,Pronunciation = kan
10,ٿا,ٿو,VERB,VB,XPOS =,Pronunciation = thaa
11,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اڄ,اڄ,ADV,RB,XPOS =,Pronunciation = Ajj
2,اسان,آءُ,PRON,PRP,XPOS =,Pronunciation = Asaan
3,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
4,موڪل,موڪل,NOUN,NN,XPOS =,Pronunciation = Mokal
5,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
6,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,آخر,آخر,ADJ,JJ,XPOS =,Pronunciation = Aakhir
2,مرد,مرد,NOUN,NN,XPOS =,Mard
3,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
4,عورت,عورت,NOUN,NN,XPOS =,Pronunciation = Aurat
5,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
6,ڪِن,ڪِن,PRON,DT,XPOS =,Pronunciation = kin
7,خاص,خاص,ADJ,JJ,XPOS =,Pronunciation = Khaas
8,عضون,عضوو,NOUN,NN,XPOS =,Pronunciation = Uzvo
9,کانسواءِ,کان,ADP,IN,XPOS =,Pronunciation = khaansiwaae
10,ڪهڙو,ڪهڙو,ADV,RB,XPOS =,Pronunciation = kehrro
11,فرق,فرق,NOUN,NN,XPOS =,Pronunciation = Farq
12,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
13,جو,جو,ADP,IN,XPOS =,Jo
14,مرد,مرد,NOUN,NN,XPOS =,Mard
15,پاڻ,پاڻ,PRON,PRP,XPOS =,Pronunciation = paan
16,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
17,برتر,برتر,ADJ,JJ,XPOS =,Bartar
18,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
19,عظيم,عظيم,ADJ,JJ,XPOS =,Pronunciation = Azeem
20,سمجهي,سمجه,VERB,VB,XPOS =,Pronunciation = Samjhe
21,ٿو,ٿو,VERB,VB,XPOS =,Pronunciation = tho
22,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,آءَ,آءَ,PRON,PRP,XPOS =,Pronunciation = Aaun
2,زندگي,زندگي,NOUN,NN,XPOS =,Pronunciation = Zindagi
3,گذاريندو,گذار,VERB,VBG,XPOS =,Pronunciation = Guzaarendo
4,نه,نه,ADV,RB,XPOS =,Pronunciation = Na
5,آهيان,آهيان,AUX,VB,XPOS =,Pronunciation = Aahyaan
6,بلڪه,بلڪه,CONJ,CC,XPOS =,Pronunciation = Balka
7,ان,ان,DET,DT,XPOS =,Pronunciation = In
8,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
9,جيئندو,جيءُ,VERB,VB,XPOS =,Jeeando
10,آهيان,آهيان,AUX,VB,XPOS =,Pronunciation = Aahyaan
11,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,جيئن جيئن,جيئن,ADV,RB,XPOS =,Pronunciation = Jeean Jeean
2,ٽيڪنولوجي,ٽيڪنولوجي,NOUN,NN,XPOS =,Pronunciation = technology
3,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
4,ترقي,ترقي,NOUN,NN,XPOS =,Pronunciation = Tarqi
5,آئي,آ,VERB,vB,XPOS =,Pronunciation = Aai
6,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
7,تيئن تيئن,تيئن,ADV,RB,XPOS =,Pronunciation = Teean
8,سماجي,سماج,ADJ,JJ,XPOS =,Pronunciation = Samaaji
9,جوڙجڪ,جوڙ,NOUN,-,XPOS =,Pronunciation = Jorjak
10,جا,جو,ADP,IN,XPOS =,Pronunciation = Ja
11,به,به,ADP,IN,XPOS =,Pronunciation = Bi
12,نوان,نوان,ADJ,JJ,XPOS =,Pronunciation = Nawaan
13,طريقا,طريقو,NOUN,NNS,XPOS =,Pronunciation = Tareeqa
14,نافظ,نافظ,ADJ,JJ,XPOS =,Naafiz
15,ٿيڻ,ٿي,VERB,VB,XPOS =,Pronunciation = thian
16,لڳا,لڳ,VERB,VB,XPOS =,Pronunciation = Laghaa
17,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,ٻين,ٻيئي,PRON,PRP,XPOS =,Pronunciation = bian
2,سان,سان,ADP,IN,XPOS =,Pronunciation = Saan
3,سٺو,سٺو,ADJ,JJ,XPOS =,Pronunciation = Sutho
4,ڳالهائڻ,ڳاله,VERB,VB,XPOS =,Pronunciation = Ghaalhaaen
5,سان,سان,ADP,IN,XPOS =,Pronunciation = Saan
6,پاڻ,پاڻ,PRON,PRP,XPOS =,Pronunciation = paan
7,به,به,ADP,IN,XPOS =,Pronunciation = Bi
8,انسان,انسان,NOUN,NN,XPOS =,Pronunciation = Insaan
9,سٺو,سٺو,ADJ,JJ,XPOS =,Pronunciation = Sutho
10,ٿئي,ٿي,VERB,VB,XPOS =,Pronunciation = theeay
11,ٿو,ٿو,VERB,VB,XPOS =,Pronunciation = tho
12,تنهنڪري,تنهنڪري,CONJ,CC,XPOS =,Pronunciation = Tehenkaray
13,ماڻهو,ماڻهو,NOUN,NN,XPOS =,Pronunciation = Maanhoo
14,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
15,سٺو,سٺو,ADJ,JJ,XPOS =,Pronunciation = Sutho
16,اخلاق,اخلاق,NOUN,NN,XPOS =,Pronunciation = Ikhilaaq
17,هئڻ,هو,VERB,VB,XPOS =,Pronunciation = Huan
18,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
19,،,،,PUNC,-,XPOS = ,Pronunciation = Behak ji nishaani
1,ان,ان,DET,DT,XPOS =,Pronunciation = In
2,سان,سان,ADP,IN,XPOS =,Pronunciation = Saan
3,گڏ,گڏ,ADV,RB,XPOS =,Pronunciation = gadd
4,پنهنجي,پنهنجي,PRON,PRP,XPOS =,Pronunciation = Pahenji
5,عادت,عادت,NOUN,NN,XPOS =,Pronunciation = Aadat
6,به,به,ADP,IN,XPOS =,Pronunciation = Bi
7,بهتر,بهتر,ADJ,JJ,XPOS =,Pronunciation = Behtar
8,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
9,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
10,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
11,جيئن,جيئن,ADV,RB,XPOS =,Pronunciation = Jeean
12,هر,هر,DET,DT,XPOS =,Pronunciation = Har
13,ماڻهو,ماڻهو,NOUN,NN,XPOS =,Pronunciation = Maanhoo
14,خوش,خوش,ADJ,JJ,XPOS =,Pronunciation = Khush
15,زندگي,زندگي,NOUN,NN,XPOS =,Zindagi
16,گذاري,گذار,VERB,VB,XPOS =,Pronunciation = guzaaray
17,سگھي,سگھي,AUX,VB ,XPOS =,Pronunciation = Saghay
18,،,،,PUNC,-,XPOS =,Pronunciation = Behak ji nishaani
1,اصل,اصل,ADV,RB,XPOS =,Pronunciation = Asul
2,عبادت,عبادت,NOUN,NN,XPOS =,Pronunciation = Ibaadat
3,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
4,انسانيت,انسان,NOUN,NN,XPOS =,Pronunciation = Insaanyat
5,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
6,خدمت,خدمت,NOUN,NN,XPOS =,Pronunciation = Khidmat
7,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
8,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
9,ئي,ئي,ADV,RB,XPOS =,Pronunciation = Ee
10,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
